date,airline,source,destination,scheduled_flights,cancelled_flights,flown_flights,avg_fare_inr,on_time_pct,cancellation_rate,route,is_indigo,period
2025-09-07,Air India Express,BOM,BLR,21,1,20,5214.0,92.3,0.048,BOM-BLR,False,normal
2025-09-07,Air India Express,DEL,CCU,11,0,11,4322.0,76.3,0.0,DEL-CCU,False,normal
2025-09-07,Air India Express,BOM,HYD,14,0,14,4219.0,98.2,0.0,BOM-HYD,False,normal
2025-09-07,Air India Express,DEL,HYD,22,0,22,5737.0,90.5,0.0,DEL-HYD,False,normal
2025-09-07,Air India Express,BLR,MAA,19,0,19,5162.0,89.9,0.0,BLR-MAA,False,normal
2025-09-07,Air India Express,DEL,MAA,15,0,15,3764.0,75.2,0.0,DEL-MAA,False,normal
2025-09-07,Air India Express,BOM,PNQ,17,0,17,5017.0,92.4,0.0,BOM-PNQ,False,normal
2025-09-07,Air India Express,DEL,GOI,24,1,23,6300.0,87.4,0.042,DEL-GOI,False,normal
2025-09-07,Air India Express,BLR,CCU,12,0,12,3457.0,88.6,0.0,BLR-CCU,False,normal
2025-09-07,Air India Express,BOM,AMD,19,0,19,4250.0,87.6,0.0,BOM-AMD,False,normal
2025-09-08,IndiGo,DEL,BOM,15,0,15,6346.0,88.2,0.0,DEL-BOM,True,normal
2025-09-08,IndiGo,DEL,BLR,20,0,20,3497.0,82.1,0.0,DEL-BLR,True,normal
2025-09-08,IndiGo,BOM,BLR,17,1,16,4042.0,87.7,0.059,BOM-BLR,True,normal
2025-09-08,IndiGo,DEL,CCU,14,0,14,2433.0,81.5,0.0,DEL-CCU,True,normal
2025-09-08,IndiGo,BOM,HYD,20,0,20,5045.0,83.9,0.0,BOM-HYD,True,normal
2025-09-08,IndiGo,DEL,HYD,22,0,22,4043.0,77.5,0.0,DEL-HYD,True,normal
2025-09-08,IndiGo,BLR,MAA,15,0,15,5161.0,84.4,0.0,BLR-MAA,True,normal
2025-09-08,IndiGo,DEL,MAA,18,0,18,3998.0,81.2,0.0,DEL-MAA,True,normal
2025-09-08,IndiGo,BOM,PNQ,27,2,25,4260.0,77.5,0.074,BOM-PNQ,True,normal
2025-09-08,IndiGo,DEL,GOI,24,1,23,4944.0,92.4,0.042,DEL-GOI,True,normal
2025-09-08,IndiGo,BLR,CCU,22,0,22,4384.0,73.8,0.0,BLR-CCU,True,normal
2025-09-08,IndiGo,BOM,AMD,25,0,25,4524.0,83.6,0.0,BOM-AMD,True,normal
2025-09-08,Air India,DEL,BOM,12,1,11,5256.0,82.2,0.083,DEL-BOM,False,normal
2025-09-08,Air India,DEL,BLR,28,0,28,3403.0,85.6,0.0,DEL-BLR,False,normal
2025-09-08,Air India,BOM,BLR,17,0,17,4614.0,86.6,0.0,BOM-BLR,False,normal
2025-09-08,Air India,DEL,CCU,17,1,16,2365.0,78.7,0.059,DEL-CCU,False,normal
2025-09-08,Air India,BOM,HYD,25,0,25,4433.0,86.6,0.0,BOM-HYD,False,normal
2025-09-08,Air India,DEL,HYD,21,0,21,3830.0,84.8,0.0,DEL-HYD,False,normal
2025-09-08,Air India,BLR,MAA,21,0,21,4565.0,86.1,0.0,BLR-MAA,False,normal
2025-09-08,Air India,DEL,MAA,17,0,17,5346.0,84.6,0.0,DEL-MAA,False,normal
2025-09-08,Air India,BOM,PNQ,12,0,12,4506.0,76.1,0.0,BOM-PNQ,False,normal
2025-09-08,Air India,DEL,GOI,21,0,21,4940.0,85.8,0.0,DEL-GOI,False,normal
2025-09-08,Air India,BLR,CCU,18,0,18,4336.0,85.1,0.0,BLR-CCU,False,normal
2025-09-08,Air India,BOM,AMD,12,1,11,3848.0,86.2,0.083,BOM-AMD,False,normal
2025-09-08,SpiceJet,DEL,BOM,15,0,15,5386.0,82.6,0.0,DEL-BOM,False,normal
2025-09-08,SpiceJet,DEL,BLR,19,0,19,2845.0,87.4,0.0,DEL-BLR,False,normal
2025-09-08,SpiceJet,BOM,BLR,13,0,13,4381.0,80.3,0.0,BOM-BLR,False,normal
2025-09-08,SpiceJet,DEL,CCU,24,1,23,3605.0,89.8,0.042,DEL-CCU,False,normal
2025-09-08,SpiceJet,BOM,HYD,12,0,12,4883.0,87.3,0.0,BOM-HYD,False,normal
2025-09-08,SpiceJet,DEL,HYD,16,0,16,4588.0,86.4,0.0,DEL-HYD,False,normal
2025-09-08,SpiceJet,BLR,MAA,21,0,21,4056.0,80.4,0.0,BLR-MAA,False,normal
2025-09-08,SpiceJet,DEL,MAA,15,0,15,4334.0,75.9,0.0,DEL-MAA,False,normal
2025-09-08,SpiceJet,BOM,PNQ,14,0,14,3688.0,79.7,0.0,BOM-PNQ,False,normal
2025-09-08,SpiceJet,DEL,GOI,15,0,15,5803.0,88.4,0.0,DEL-GOI,False,normal
2025-09-08,SpiceJet,BLR,CCU,19,0,19,5014.0,81.2,0.0,BLR-CCU,False,normal
2025-09-08,SpiceJet,BOM,AMD,13,0,13,3621.0,91.7,0.0,BOM-AMD,False,normal
2025-09-08,Akasa Air,DEL,BOM,22,0,22,5135.0,92.1,0.0,DEL-BOM,False,normal
2025-09-08,Akasa Air,DEL,BLR,15,0,15,2606.0,80.8,0.0,DEL-BLR,False,normal
2025-09-08,Akasa Air,BOM,BLR,17,0,17,3607.0,81.8,0.0,BOM-BLR,False,normal
2025-09-08,Akasa Air,DEL,CCU,20,0,20,3935.0,78.5,0.0,DEL-CCU,False,normal
2025-09-08,Akasa Air,BOM,HYD,12,0,12,4070.0,81.5,0.0,BOM-HYD,False,normal
2025-09-08,Akasa Air,DEL,HYD,17,0,17,1800.0,93.1,0.0,DEL-HYD,False,normal
2025-09-08,Akasa Air,BLR,MAA,21,0,21,4384.0,79.2,0.0,BLR-MAA,False,normal
2025-09-08,Akasa Air,DEL,MAA,23,0,23,4235.0,82.1,0.0,DEL-MAA,False,normal
2025-09-08,Akasa Air,BOM,PNQ,25,0,25,4482.0,86.0,0.0,BOM-PNQ,False,normal
2025-09-08,Akasa Air,DEL,GOI,19,0,19,4830.0,92.0,0.0,DEL-GOI,False,normal
2025-09-08,Akasa Air,BLR,CCU,14,0,14,3464.0,85.2,0.0,BLR-CCU,False,normal
2025-09-08,Akasa Air,BOM,AMD,19,0,19,4526.0,77.7,0.0,BOM-AMD,False,normal
2025-09-08,Air India Express,DEL,BOM,17,0,17,4501.0,89.9,0.0,DEL-BOM,False,normal
2025-09-08,Air India Express,DEL,BLR,17,0,17,4598.0,74.3,0.0,DEL-BLR,False,normal
2025-09-08,Air India Express,BOM,BLR,16,0,16,4178.0,77.2,0.0,BOM-BLR,False,normal
2025-09-08,Air India Express,DEL,CCU,17,0,17,3936.0,82.6,0.0,DEL-CCU,False,normal
2025-09-08,Air India Express,BOM,HYD,17,0,17,3774.0,99.0,0.0,BOM-HYD,False,normal
2025-09-08,Air India Express,DEL,HYD,15,0,15,5409.0,83.6,0.0,DEL-HYD,False,normal
2025-09-08,Air India Express,BLR,MAA,15,1,14,5234.0,87.3,0.067,BLR-MAA,False,normal
2025-09-08,Air India Express,DEL,MAA,21,0,21,4615.0,81.9,0.0,DEL-MAA,False,normal
2025-09-08,Air India Express,BOM,PNQ,19,0,19,5582.0,84.9,0.0,BOM-PNQ,False,normal
2025-09-08,Air India Express,DEL,GOI,19,0,19,3882.0,85.5,0.0,DEL-GOI,False,normal
2025-09-08,Air India Express,BLR,CCU,18,0,18,4531.0,90.5,0.0,BLR-CCU,False,normal
2025-09-08,Air India Express,BOM,AMD,19,1,18,5017.0,91.5,0.053,BOM-AMD,False,normal
2025-09-09,IndiGo,DEL,BOM,22,0,22,3580.0,90.8,0.0,DEL-BOM,True,normal
2025-09-09,IndiGo,DEL,BLR,13,0,13,3334.0,87.6,0.0,DEL-BLR,True,normal
2025-09-09,IndiGo,BOM,BLR,15,0,15,3524.0,90.6,0.0,BOM-BLR,True,normal
2025-09-09,IndiGo,DEL,CCU,15,0,15,3141.0,88.8,0.0,DEL-CCU,True,normal
2025-09-09,IndiGo,BOM,HYD,14,0,14,3672.0,88.2,0.0,BOM-HYD,True,normal
2025-09-09,IndiGo,DEL,HYD,15,0,15,4205.0,75.8,0.0,DEL-HYD,True,normal
2025-09-09,IndiGo,BLR,MAA,16,0,16,6281.0,89.6,0.0,BLR-MAA,True,normal
2025-09-09,IndiGo,DEL,MAA,21,2,19,5560.0,77.1,0.095,DEL-MAA,True,normal
2025-09-09,IndiGo,BOM,PNQ,20,0,20,5205.0,79.0,0.0,BOM-PNQ,True,normal
2025-09-09,IndiGo,DEL,GOI,18,0,18,3770.0,81.4,0.0,DEL-GOI,True,normal
2025-09-09,IndiGo,BLR,CCU,18,1,17,4746.0,81.6,0.056,BLR-CCU,True,normal
2025-09-09,IndiGo,BOM,AMD,18,0,18,4846.0,84.4,0.0,BOM-AMD,True,normal
2025-09-09,Air India,DEL,BOM,18,0,18,3977.0,72.9,0.0,DEL-BOM,False,normal
2025-09-09,Air India,DEL,BLR,13,0,13,4470.0,73.1,0.0,DEL-BLR,False,normal
2025-09-09,Air India,BOM,BLR,26,0,26,3630.0,88.5,0.0,BOM-BLR,False,normal
2025-09-09,Air India,DEL,CCU,11,0,11,3914.0,84.7,0.0,DEL-CCU,False,normal
2025-09-09,Air India,BOM,HYD,21,0,21,3722.0,84.8,0.0,BOM-HYD,False,normal
2025-09-09,Air India,DEL,HYD,23,0,23,5016.0,86.3,0.0,DEL-HYD,False,normal
2025-09-09,Air India,BLR,MAA,20,0,20,4871.0,92.1,0.0,BLR-MAA,False,normal
2025-09-09,Air India,DEL,MAA,10,0,10,6398.0,82.2,0.0,DEL-MAA,False,normal
2025-09-09,Air India,BOM,PNQ,15,0,15,5060.0,79.6,0.0,BOM-PNQ,False,normal
2025-09-09,Air India,DEL,GOI,23,0,23,4276.0,80.3,0.0,DEL-GOI,False,normal
2025-09-09,Air India,BLR,CCU,21,0,21,4881.0,75.5,0.0,BLR-CCU,False,normal
2025-09-09,Air India,BOM,AMD,22,0,22,4649.0,86.6,0.0,BOM-AMD,False,normal
2025-09-09,SpiceJet,DEL,BOM,23,0,23,5671.0,86.8,0.0,DEL-BOM,False,normal
2025-09-09,SpiceJet,DEL,BLR,21,1,20,5804.0,82.8,0.048,DEL-BLR,False,normal
2025-09-09,SpiceJet,BOM,BLR,22,0,22,5223.0,83.6,0.0,BOM-BLR,False,normal
2025-09-09,SpiceJet,DEL,CCU,15,0,15,4301.0,85.3,0.0,DEL-CCU,False,normal
2025-09-09,SpiceJet,BOM,HYD,20,0,20,4300.0,95.0,0.0,BOM-HYD,False,normal
2025-09-09,SpiceJet,DEL,HYD,12,0,12,4317.0,83.5,0.0,DEL-HYD,False,normal
2025-09-09,SpiceJet,BLR,MAA,18,0,18,3739.0,90.0,0.0,BLR-MAA,False,normal
2025-09-09,SpiceJet,DEL,MAA,19,0,19,4969.0,81.0,0.0,DEL-MAA,False,normal
2025-09-09,SpiceJet,BOM,PNQ,15,0,15,5063.0,80.8,0.0,BOM-PNQ,False,normal
2025-09-09,SpiceJet,DEL,GOI,20,0,20,4154.0,83.6,0.0,DEL-GOI,False,normal
2025-09-09,SpiceJet,BLR,CCU,11,0,11,2315.0,92.8,0.0,BLR-CCU,False,normal
2025-09-09,SpiceJet,BOM,AMD,16,0,16,5661.0,73.3,0.0,BOM-AMD,False,normal
2025-09-09,Akasa Air,DEL,BOM,26,1,25,3840.0,84.9,0.038,DEL-BOM,False,normal
2025-09-09,Akasa Air,DEL,BLR,18,0,18,5012.0,86.9,0.0,DEL-BLR,False,normal
2025-09-09,Akasa Air,BOM,BLR,21,0,21,3672.0,83.0,0.0,BOM-BLR,False,normal
2025-09-09,Akasa Air,DEL,CCU,14,0,14,4365.0,74.3,0.0,DEL-CCU,False,normal
2025-09-09,Akasa Air,BOM,HYD,16,0,16,3841.0,87.4,0.0,BOM-HYD,False,normal
2025-09-09,Akasa Air,DEL,HYD,22,0,22,1800.0,81.9,0.0,DEL-HYD,False,normal
2025-09-09,Akasa Air,BLR,MAA,20,0,20,4826.0,83.0,0.0,BLR-MAA,False,normal
2025-09-09,Akasa Air,DEL,MAA,20,0,20,5803.0,96.0,0.0,DEL-MAA,False,normal
2025-09-09,Akasa Air,BOM,PNQ,20,0,20,4942.0,89.4,0.0,BOM-PNQ,False,normal
2025-09-09,Akasa Air,DEL,GOI,13,1,12,4361.0,84.0,0.077,DEL-GOI,False,normal
2025-09-09,Akasa Air,BLR,CCU,20,1,19,3290.0,81.7,0.05,BLR-CCU,False,normal
2025-09-09,Akasa Air,BOM,AMD,19,0,19,4992.0,87.0,0.0,BOM-AMD,False,normal
2025-09-09,Air India Express,DEL,BOM,21,0,21,3687.0,88.8,0.0,DEL-BOM,False,normal
2025-09-09,Air India Express,DEL,BLR,18,0,18,3038.0,78.0,0.0,DEL-BLR,False,normal
2025-09-09,Air India Express,BOM,BLR,15,0,15,4756.0,88.0,0.0,BOM-BLR,False,normal
2025-09-09,Air India Express,DEL,CCU,25,0,25,6212.0,89.9,0.0,DEL-CCU,False,normal
2025-09-09,Air India Express,BOM,HYD,18,0,18,3001.0,96.0,0.0,BOM-HYD,False,normal
2025-09-09,Air India Express,DEL,HYD,17,0,17,3893.0,84.6,0.0,DEL-HYD,False,normal
2025-09-09,Air India Express,BLR,MAA,16,0,16,3377.0,88.7,0.0,BLR-MAA,False,normal
2025-09-09,Air India Express,DEL,MAA,17,0,17,4866.0,93.9,0.0,DEL-MAA,False,normal
2025-09-09,Air India Express,BOM,PNQ,13,0,13,4652.0,77.9,0.0,BOM-PNQ,False,normal
2025-09-09,Air India Express,DEL,GOI,16,0,16,5302.0,82.7,0.0,DEL-GOI,False,normal
2025-09-09,Air India Express,BLR,CCU,20,1,19,3672.0,89.8,0.05,BLR-CCU,False,normal
2025-09-09,Air India Express,BOM,AMD,21,0,21,3917.0,84.7,0.0,BOM-AMD,False,normal
2025-09-10,IndiGo,DEL,BOM,15,0,15,3440.0,88.2,0.0,DEL-BOM,True,normal
2025-09-10,IndiGo,DEL,BLR,18,0,18,6135.0,79.0,0.0,DEL-BLR,True,normal
2025-09-10,IndiGo,BOM,BLR,16,1,15,3530.0,76.4,0.062,BOM-BLR,True,normal
2025-09-10,IndiGo,DEL,CCU,20,0,20,4100.0,83.7,0.0,DEL-CCU,True,normal
2025-09-10,IndiGo,BOM,HYD,19,1,18,3746.0,88.9,0.053,BOM-HYD,True,normal
2025-09-10,IndiGo,DEL,HYD,15,0,15,4510.0,81.3,0.0,DEL-HYD,True,normal
2025-09-10,IndiGo,BLR,MAA,14,0,14,3058.0,69.7,0.0,BLR-MAA,True,normal
2025-09-10,IndiGo,DEL,MAA,15,0,15,4818.0,90.5,0.0,DEL-MAA,True,normal
2025-09-10,IndiGo,BOM,PNQ,23,2,21,4407.0,83.9,0.087,BOM-PNQ,True,normal
2025-09-10,IndiGo,DEL,GOI,16,0,16,3536.0,98.7,0.0,DEL-GOI,True,normal
2025-09-10,IndiGo,BLR,CCU,19,1,18,2197.0,81.9,0.053,BLR-CCU,True,normal
2025-09-10,IndiGo,BOM,AMD,11,0,11,1905.0,87.3,0.0,BOM-AMD,True,normal
2025-09-10,Air India,DEL,BOM,26,0,26,5642.0,84.6,0.0,DEL-BOM,False,normal
2025-09-10,Air India,DEL,BLR,17,0,17,6129.0,83.5,0.0,DEL-BLR,False,normal
2025-09-10,Air India,BOM,BLR,14,0,14,2419.0,81.0,0.0,BOM-BLR,False,normal
2025-09-10,Air India,DEL,CCU,19,0,19,2047.0,87.1,0.0,DEL-CCU,False,normal
2025-09-10,Air India,BOM,HYD,10,0,10,4160.0,96.0,0.0,BOM-HYD,False,normal
2025-09-10,Air India,DEL,HYD,18,0,18,4850.0,86.1,0.0,DEL-HYD,False,normal
2025-09-10,Air India,BLR,MAA,12,0,12,3758.0,85.6,0.0,BLR-MAA,False,normal
2025-09-10,Air India,DEL,MAA,20,0,20,5152.0,83.1,0.0,DEL-MAA,False,normal
2025-09-10,Air India,BOM,PNQ,21,0,21,4383.0,88.7,0.0,BOM-PNQ,False,normal
2025-09-10,Air India,DEL,GOI,23,0,23,5294.0,96.4,0.0,DEL-GOI,False,normal
2025-09-10,Air India,BLR,CCU,17,0,17,2511.0,90.3,0.0,BLR-CCU,False,normal
2025-09-10,Air India,BOM,AMD,18,0,18,4480.0,87.8,0.0,BOM-AMD,False,normal
2025-09-10,SpiceJet,DEL,BOM,16,0,16,3374.0,87.8,0.0,DEL-BOM,False,normal
2025-09-10,SpiceJet,DEL,BLR,17,0,17,4324.0,82.4,0.0,DEL-BLR,False,normal
2025-09-10,SpiceJet,BOM,BLR,11,0,11,4363.0,83.5,0.0,BOM-BLR,False,normal
2025-09-10,SpiceJet,DEL,CCU,22,0,22,3451.0,88.6,0.0,DEL-CCU,False,normal
2025-09-10,SpiceJet,BOM,HYD,21,0,21,4062.0,95.3,0.0,BOM-HYD,False,normal
2025-09-10,SpiceJet,DEL,HYD,19,0,19,5031.0,88.3,0.0,DEL-HYD,False,normal
2025-09-10,SpiceJet,BLR,MAA,20,1,19,3990.0,79.7,0.05,BLR-MAA,False,normal
2025-09-10,SpiceJet,DEL,MAA,25,0,25,4696.0,89.4,0.0,DEL-MAA,False,normal
2025-09-10,SpiceJet,BOM,PNQ,18,0,18,4037.0,90.6,0.0,BOM-PNQ,False,normal
2025-09-10,SpiceJet,DEL,GOI,23,0,23,4639.0,89.8,0.0,DEL-GOI,False,normal
2025-09-10,SpiceJet,BLR,CCU,18,0,18,4963.0,84.7,0.0,BLR-CCU,False,normal
2025-09-10,SpiceJet,BOM,AMD,20,0,20,5115.0,85.8,0.0,BOM-AMD,False,normal
2025-09-10,Akasa Air,DEL,BOM,17,1,16,5017.0,87.9,0.059,DEL-BOM,False,normal
2025-09-10,Akasa Air,DEL,BLR,20,0,20,4037.0,90.7,0.0,DEL-BLR,False,normal
2025-09-10,Akasa Air,BOM,BLR,17,0,17,4660.0,92.2,0.0,BOM-BLR,False,normal
2025-09-10,Akasa Air,DEL,CCU,25,1,24,2774.0,93.5,0.04,DEL-CCU,False,normal
2025-09-10,Akasa Air,BOM,HYD,16,0,16,4436.0,72.0,0.0,BOM-HYD,False,normal
2025-09-10,Akasa Air,DEL,HYD,15,0,15,4261.0,87.6,0.0,DEL-HYD,False,normal
2025-09-10,Akasa Air,BLR,MAA,13,0,13,6370.0,78.6,0.0,BLR-MAA,False,normal
2025-09-10,Akasa Air,DEL,MAA,19,0,19,3156.0,83.3,0.0,DEL-MAA,False,normal
2025-09-10,Akasa Air,BOM,PNQ,18,0,18,3641.0,84.0,0.0,BOM-PNQ,False,normal
2025-09-10,Akasa Air,DEL,GOI,24,0,24,4714.0,93.3,0.0,DEL-GOI,False,normal
2025-09-10,Akasa Air,BLR,CCU,16,0,16,3968.0,73.3,0.0,BLR-CCU,False,normal
2025-09-10,Akasa Air,BOM,AMD,18,0,18,4496.0,83.6,0.0,BOM-AMD,False,normal
2025-09-10,Air India Express,DEL,BOM,16,0,16,5177.0,93.6,0.0,DEL-BOM,False,normal
2025-09-10,Air India Express,DEL,BLR,16,0,16,4643.0,86.7,0.0,DEL-BLR,False,normal
2025-09-10,Air India Express,BOM,BLR,17,0,17,2557.0,89.1,0.0,BOM-BLR,False,normal
2025-09-10,Air India Express,DEL,CCU,21,0,21,4239.0,86.8,0.0,DEL-CCU,False,normal
2025-09-10,Air India Express,BOM,HYD,14,0,14,4396.0,83.6,0.0,BOM-HYD,False,normal
2025-09-10,Air India Express,DEL,HYD,17,0,17,3648.0,83.0,0.0,DEL-HYD,False,normal
2025-09-10,Air India Express,BLR,MAA,11,0,11,3190.0,87.6,0.0,BLR-MAA,False,normal
2025-09-10,Air India Express,DEL,MAA,19,0,19,3678.0,96.7,0.0,DEL-MAA,False,normal
2025-09-10,Air India Express,BOM,PNQ,23,0,23,3959.0,87.4,0.0,BOM-PNQ,False,normal
2025-09-10,Air India Express,DEL,GOI,21,0,21,4293.0,81.2,0.0,DEL-GOI,False,normal
2025-09-10,Air India Express,BLR,CCU,20,0,20,4324.0,79.4,0.0,BLR-CCU,False,normal
2025-09-10,Air India Express,BOM,AMD,23,0,23,4984.0,89.5,0.0,BOM-AMD,False,normal
2025-09-11,IndiGo,DEL,BOM,21,1,20,3047.0,80.9,0.048,DEL-BOM,True,normal
2025-09-11,IndiGo,DEL,BLR,20,0,20,3800.0,79.9,0.0,DEL-BLR,True,normal
2025-09-11,IndiGo,BOM,BLR,19,0,19,3054.0,78.9,0.0,BOM-BLR,True,normal
2025-09-11,IndiGo,DEL,CCU,14,0,14,3815.0,97.0,0.0,DEL-CCU,True,normal
2025-09-11,IndiGo,BOM,HYD,22,1,21,3473.0,80.3,0.045,BOM-HYD,True,normal
2025-09-11,IndiGo,DEL,HYD,16,1,15,5502.0,86.5,0.062,DEL-HYD,True,normal
2025-09-11,IndiGo,BLR,MAA,20,0,20,3563.0,95.8,0.0,BLR-MAA,True,normal
2025-09-11,IndiGo,DEL,MAA,21,0,21,3827.0,79.3,0.0,DEL-MAA,True,normal
2025-09-11,IndiGo,BOM,PNQ,26,1,25,3415.0,81.4,0.038,BOM-PNQ,True,normal
2025-09-11,IndiGo,DEL,GOI,17,0,17,4624.0,90.9,0.0,DEL-GOI,True,normal
2025-09-11,IndiGo,BLR,CCU,19,0,19,4087.0,85.3,0.0,BLR-CCU,True,normal
2025-09-11,IndiGo,BOM,AMD,21,0,21,5064.0,82.8,0.0,BOM-AMD,True,normal
2025-09-11,Air India,DEL,BOM,18,0,18,4643.0,91.2,0.0,DEL-BOM,False,normal
2025-09-11,Air India,DEL,BLR,15,0,15,3139.0,87.1,0.0,DEL-BLR,False,normal
2025-09-11,Air India,BOM,BLR,12,0,12,5574.0,73.1,0.0,BOM-BLR,False,normal
2025-09-11,Air India,DEL,CCU,27,0,27,4955.0,71.8,0.0,DEL-CCU,False,normal
2025-09-11,Air India,BOM,HYD,19,0,19,4808.0,87.6,0.0,BOM-HYD,False,normal
2025-09-11,Air India,DEL,HYD,15,1,14,4355.0,81.5,0.067,DEL-HYD,False,normal
2025-09-11,Air India,BLR,MAA,13,0,13,3946.0,78.1,0.0,BLR-MAA,False,normal
2025-09-11,Air India,DEL,MAA,22,0,22,4654.0,85.9,0.0,DEL-MAA,False,normal
2025-09-11,Air India,BOM,PNQ,22,0,22,5401.0,71.5,0.0,BOM-PNQ,False,normal
2025-09-11,Air India,DEL,GOI,21,0,21,5010.0,90.5,0.0,DEL-GOI,False,normal
2025-09-11,Air India,BLR,CCU,15,0,15,3374.0,91.3,0.0,BLR-CCU,False,normal
2025-09-11,Air India,BOM,AMD,19,0,19,5265.0,75.7,0.0,BOM-AMD,False,normal
2025-09-11,SpiceJet,DEL,BOM,19,0,19,4975.0,94.1,0.0,DEL-BOM,False,normal
2025-09-11,SpiceJet,DEL,BLR,16,0,16,5389.0,75.3,0.0,DEL-BLR,False,normal
2025-09-11,SpiceJet,BOM,BLR,17,1,16,3977.0,89.9,0.059,BOM-BLR,False,normal
2025-09-11,SpiceJet,DEL,CCU,13,0,13,4001.0,76.9,0.0,DEL-CCU,False,normal
2025-09-11,SpiceJet,BOM,HYD,13,0,13,4364.0,81.7,0.0,BOM-HYD,False,normal
2025-09-11,SpiceJet,DEL,HYD,20,0,20,4423.0,83.2,0.0,DEL-HYD,False,normal
2025-09-11,SpiceJet,BLR,MAA,19,0,19,3772.0,83.4,0.0,BLR-MAA,False,normal
2025-09-11,SpiceJet,DEL,MAA,15,0,15,2508.0,74.2,0.0,DEL-MAA,False,normal
2025-09-11,SpiceJet,BOM,PNQ,24,0,24,4605.0,73.7,0.0,BOM-PNQ,False,normal
2025-09-11,SpiceJet,DEL,GOI,21,0,21,3682.0,79.4,0.0,DEL-GOI,False,normal
2025-09-11,SpiceJet,BLR,CCU,21,0,21,4313.0,87.3,0.0,BLR-CCU,False,normal
2025-09-11,SpiceJet,BOM,AMD,16,0,16,5369.0,88.7,0.0,BOM-AMD,False,normal
2025-09-11,Akasa Air,DEL,BOM,18,0,18,3472.0,90.6,0.0,DEL-BOM,False,normal
2025-09-11,Akasa Air,DEL,BLR,17,0,17,3570.0,77.8,0.0,DEL-BLR,False,normal
2025-09-11,Akasa Air,BOM,BLR,11,0,11,4154.0,83.8,0.0,BOM-BLR,False,normal
2025-09-11,Akasa Air,DEL,CCU,14,0,14,2415.0,81.9,0.0,DEL-CCU,False,normal
2025-09-11,Akasa Air,BOM,HYD,20,1,19,3370.0,85.0,0.05,BOM-HYD,False,normal
2025-09-11,Akasa Air,DEL,HYD,19,0,19,2042.0,76.5,0.0,DEL-HYD,False,normal
2025-09-11,Akasa Air,BLR,MAA,23,0,23,6101.0,95.2,0.0,BLR-MAA,False,normal
2025-09-11,Akasa Air,DEL,MAA,25,0,25,3939.0,79.7,0.0,DEL-MAA,False,normal
2025-09-11,Akasa Air,BOM,PNQ,20,0,20,3390.0,80.5,0.0,BOM-PNQ,False,normal
2025-09-11,Akasa Air,DEL,GOI,20,0,20,3835.0,80.2,0.0,DEL-GOI,False,normal
2025-09-11,Akasa Air,BLR,CCU,16,0,16,4719.0,92.1,0.0,BLR-CCU,False,normal
2025-09-11,Akasa Air,BOM,AMD,14,0,14,5283.0,81.7,0.0,BOM-AMD,False,normal
2025-09-11,Air India Express,DEL,BOM,10,0,10,5069.0,79.4,0.0,DEL-BOM,False,normal
2025-09-11,Air India Express,DEL,BLR,20,0,20,3879.0,87.2,0.0,DEL-BLR,False,normal
2025-09-11,Air India Express,BOM,BLR,25,0,25,5687.0,84.2,0.0,BOM-BLR,False,normal
2025-09-11,Air India Express,DEL,CCU,24,0,24,5631.0,93.3,0.0,DEL-CCU,False,normal
2025-09-11,Air India Express,BOM,HYD,17,1,16,3941.0,87.5,0.059,BOM-HYD,False,normal
2025-09-11,Air India Express,DEL,HYD,16,0,16,4601.0,74.2,0.0,DEL-HYD,False,normal
2025-09-11,Air India Express,BLR,MAA,19,1,18,4531.0,84.7,0.053,BLR-MAA,False,normal
2025-09-11,Air India Express,DEL,MAA,17,0,17,4243.0,75.1,0.0,DEL-MAA,False,normal
2025-09-11,Air India Express,BOM,PNQ,13,1,12,3449.0,89.1,0.077,BOM-PNQ,False,normal
2025-09-11,Air India Express,DEL,GOI,19,0,19,4626.0,85.6,0.0,DEL-GOI,False,normal
2025-09-11,Air India Express,BLR,CCU,17,0,17,3260.0,84.5,0.0,BLR-CCU,False,normal
2025-09-11,Air India Express,BOM,AMD,23,0,23,5115.0,88.8,0.0,BOM-AMD,False,normal
2025-09-12,IndiGo,DEL,BOM,14,0,14,4401.0,86.9,0.0,DEL-BOM,True,normal
2025-09-12,IndiGo,DEL,BLR,13,0,13,5817.0,87.6,0.0,DEL-BLR,True,normal
2025-09-12,IndiGo,BOM,BLR,20,1,19,3466.0,77.8,0.05,BOM-BLR,True,normal
2025-09-12,IndiGo,DEL,CCU,21,1,20,5290.0,78.8,0.048,DEL-CCU,True,normal
2025-09-12,IndiGo,BOM,HYD,16,1,15,4656.0,86.8,0.062,BOM-HYD,True,normal
2025-09-12,IndiGo,DEL,HYD,24,1,23,4217.0,75.9,0.042,DEL-HYD,True,normal
2025-09-12,IndiGo,BLR,MAA,18,1,17,3877.0,85.4,0.056,BLR-MAA,True,normal
2025-09-12,IndiGo,DEL,MAA,16,2,14,4662.0,81.0,0.125,DEL-MAA,True,normal
2025-09-12,IndiGo,BOM,PNQ,10,0,10,3832.0,80.9,0.0,BOM-PNQ,True,normal
2025-09-12,IndiGo,DEL,GOI,15,0,15,2525.0,80.4,0.0,DEL-GOI,True,normal
2025-09-12,IndiGo,BLR,CCU,23,0,23,5243.0,86.9,0.0,BLR-CCU,True,normal
2025-09-12,IndiGo,BOM,AMD,21,0,21,5191.0,80.0,0.0,BOM-AMD,True,normal
